timestamp,num_ues,IMSI,RNTI,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate_downlink,tx_pkts downlink,tx_errors downlink (%),dl_cqi,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,sum_requested_prbs,sum_granted_prbs,dl_pmi,dl_ri,ul_n,ul_turbo_iters
114.0,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,13.25,0.380952,21,0,0.1,9,0.0,0,7.20731,31,24,12,0,0,0,1.0
114.25,10,1010123456002,74,1,2,8,1,0,7.85714,21,0,0.016288,7,0,7.75,0.0,0,0,0.0,0,0.0,0,0.0,0,12,40,0,0,0,0.0
114.5,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.010304,2,0,13.75,0.0,0,0,0.0,0,0.0,0,0.0,0,6,4,0,0,0,0.0
114.75,10,1010123456002,74,1,2,8,1,0,14.875,8,0,0.010528,3,0,13.0,0.0,0,0,0.0,0,0.0,0,0.0,0,28,10,0,0,0,0.0
115.0,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.0,0,0,14.0,0.0,0,0,0.0,0,0.0,0,0.0,0,27,4,0,0,0,0.0
115.25,10,1010123456002,74,1,2,8,1,0,18.0,6,0,0.015456,3,0,14.0,3.25,24,0,0.1,9,0.0,0,7.90252,31,6,8,0,0,0,1.25
115.5,10,1010123456002,74,1,2,8,1,0,18.0,10,0,0.020608,4,0,13.75,0.0,0,0,0.0,0,0.0,0,0.0,0,23,16,0,0,0,0.0
115.75,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,13.5,0.0,0,0,0.0,0,0.0,0,0.0,0,9,8,0,0,0,0.0
116.0,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,13.6667,6.41379,29,0,0.1,13,30.7692,0,7.12602,31,15,12,0,0,0,3.62069
116.25,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,10.3333,0.0,0,0,0.0,0,0.0,0,0.0,0,9,12,0,0,0,0.0
116.5,10,1010123456002,74,1,2,8,1,0,18.0,11,0,0.020608,4,0,13.5,0.0,0,0,0.0,0,0.0,0,0.0,0,21,20,0,0,0,0.0
116.75,10,1010123456002,74,1,2,8,1,0,0.0,0,0,0.005152,1,0,9.66667,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0
117.0,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,13.5,6.51429,35,0,0.1,13,30.7692,0,7.94296,31,29,4,0,0,0,4.25714
117.25,10,1010123456002,74,1,2,8,1,0,14.4667,15,0,0.02096,6,0,13.6,0.0,0,0,0.0,0,0.0,0,0.0,0,46,16,0,0,0,0.0
117.5,10,1010123456002,74,1,2,8,1,0,0.0,6,0,0.015456,3,0,9.33333,0.0,0,0,0.0,0,0.0,0,0.0,0,12,12,0,0,0,0.0
117.75,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.005152,1,0,10.75,0.0,0,0,0.0,0,0.0,0,0.0,0,5,4,0,0,0,0.0
118.0,10,1010123456002,74,1,2,8,1,0,18.0,6,0,0.010304,2,0,14.0,4.57143,7,0,0.1,3,0.0,0,9.11421,31,12,8,0,0,0,1.28571
118.25,10,1010123456002,74,1,2,8,1,0,17.5455,11,0,0.015616,4,0,13.75,4.0,15,0,0.1,6,0.0,0,7.18193,0,18,12,0,0,0,1.0
118.5,10,1010123456002,74,1,2,8,1,0,3.39394,33,0,0.022016,13,0,11.2,0.0,0,0,0.0,0,0.0,0,0.0,0,41,92,0,0,0,0.0
118.75,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,13.5,0.0,0,0,0.0,0,0.0,0,0.0,0,6,8,0,0,0,0.0
119.0,10,1010123456002,74,1,2,8,1,0,18.0,10,0,0.020608,4,0,13.0,6.375,32,0,0.1,12,16.6667,0,8.91301,31,14,16,0,0,0,2.875
119.25,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,13.0,0.0,0,0,0.0,0,0.0,0,0.0,0,9,12,0,0,0,0.0
119.5,10,1010123456002,74,1,2,8,1,0,6.57143,21,0,0.01616,8,0,10.25,0.0,0,0,0.0,0,0.0,0,0.0,0,7,44,0,0,0,0.0
119.75,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,13.25,0.0,0,0,0.0,0,0.0,0,0.0,0,12,8,0,0,0,0.0
120.0,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.005152,1,0,10.75,13.0,6,0,0.1,2,0.0,0,14.3354,31,3,4,0,0,0,1.5
120.25,10,1010123456002,74,1,2,8,1,0,0.0,0,0,0.0,0,0,14.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0
120.5,10,1010123456002,74,1,2,8,1,0,17.8,10,0,0.015584,4,0,13.25,0.0,0,0,0.0,0,0.0,0,0.0,0,16,12,0,0,0,0.0
120.75,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.005152,1,0,14.0,0.0,0,0,0.0,0,0.0,0,0.0,0,3,4,0,0,0,0.0
121.0,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,13.3333,7.66667,36,0,0.1,13,30.7692,0,7.38369,31,3,4,0,0,0,4.25
121.25,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,13.5,0.0,0,0,0.0,0,0.0,0,0.0,0,15,12,0,0,0,0.0
121.5,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.005152,1,0,13.6,0.0,0,0,0.0,0,0.0,0,0.0,0,3,4,0,0,0,0.0
121.75,10,1010123456002,74,1,2,8,1,0,16.6364,11,0,0.020864,4,0,12.6,0.0,0,0,0.0,0,0.0,0,0.0,0,63,18,0,0,0,0.0
122.0,10,1010123456002,74,1,2,8,1,0,11.0,5,0,0.00544,2,0,12.2,0.0,0,0,0.0,0,0.0,0,0.0,0,12,8,0,0,0,0.0
122.25,10,1010123456002,74,1,2,8,1,0,18.0,13,0,0.02576,5,0,13.5,6.0,36,0,0.1,13,30.7692,0,7.00102,31,27,20,0,0,0,4.16667
122.5,10,1010123456002,74,1,2,8,1,0,16.0769,13,0,0.020832,5,0,13.6667,0.0,0,0,0.0,0,0.0,0,0.0,0,16,18,0,0,0,0.0
122.75,10,1010123456002,74,1,2,8,1,0,0.0,4,0,0.010304,2,0,13.5,0.0,0,0,0.0,0,0.0,0,0.0,0,6,8,0,0,0,0.0
123.0,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,9.66667,12.0,44,0,0.1,16,43.75,0,9.72125,31,6,8,0,0,0,5.63636
123.25,10,1010123456002,74,1,2,8,1,0,15.0,7,0,0.01584,3,0,12.0,0.0,0,0,0.0,0,0.0,0,0.0,0,19,16,0,0,0,0.0
123.5,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,13.4,0.0,0,0,0.0,0,0.0,0,0.0,0,15,12,0,0,0,0.0
123.75,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,13.5,0.0,0,0,0.0,0,0.0,0,0.0,0,9,4,0,0,0,0.0
124.0,10,1010123456002,74,1,2,8,1,0,0.0,0,0,0.0,0,0,13.3333,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0
124.25,10,1010123456002,74,1,2,8,1,0,20.4545,11,0,0.030752,5,0,14.0,13.2,5,0,0.1,2,0.0,0,12.4378,31,22,20,0,0,0,4.0
124.5,10,1010123456002,74,1,2,8,1,0,2.9697,33,0,0.022272,13,0,8.5,0.0,0,0,0.0,0,0.0,0,0.0,0,64,92,0,0,0,0.0
124.75,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,14.0,0.0,0,0,0.0,0,0.0,0,0.0,0,6,4,0,0,0,0.0
125.0,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,11.6667,6.5625,32,0,0.1,12,25.0,0,7.06785,31,6,4,0,0,0,3.71875
125.25,10,1010123456002,74,1,2,8,1,0,23.8,5,0,0.010688,2,0,14.0,16.0,3,0,0.0,1,100.0,0,0.287298,0,7,6,0,0,0,10.0
125.5,10,1010123456002,74,1,2,8,1,0,18.0,8,158,0.015456,3,0,12.3333,0.0,0,0,0.0,0,0.0,0,0.0,0,14,12,0,0,0,0.0
125.75,10,1010123456002,74,1,2,8,1,0,18.0,9,0,0.015456,3,0,11.5,0.0,0,0,0.0,0,0.0,0,0.0,0,12,12,0,0,0,0.0
126.0,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,13.75,7.05263,38,0,0.1,14,28.5714,0,9.04409,31,12,12,0,0,0,4.07895
126.25,10,1010123456002,74,1,2,8,1,0,14.4286,7,0,0.010528,3,0,11.5,0.0,0,0,0.0,0,0.0,0,0.0,0,15,10,0,0,0,0.0
126.5,10,1010123456002,74,1,2,8,1,0,18.0,10,0,0.020608,4,0,13.4,0.0,0,0,0.0,0,0.0,0,0.0,0,21,16,0,0,0,0.0
126.75,10,1010123456002,74,1,2,8,1,0,1.8,50,0,0.022912,20,0,6.5,0.0,0,0,0.0,0,0.0,0,0.0,0,25,138,0,0,0,0.0
127.0,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,13.0,5.2,30,0,0.1,13,23.0769,0,7.11561,31,12,12,0,0,0,2.93333
127.25,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,8.75,0.0,2,0,0.0,1,100.0,0,0.0,0,9,8,0,0,0,0.0
127.5,10,1010123456002,74,1,2,8,1,0,15.9091,11,0,0.015648,4,0,13.25,0.0,0,0,0.0,0,0.0,0,0.0,0,13,12,0,0,0,0.0
127.75,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,12.6,0.0,0,0,0.0,0,0.0,0,0.0,0,18,12,0,0,0,0.0
128.0,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,10.0,0.0,0,0,0.0,0,0.0,0,0.0,0,3,4,0,0,0,0.0
128.25,10,1010123456002,74,1,2,8,1,0,18.0,10,0,0.020608,4,0,13.6667,5.33333,12,0,0.1,5,0.0,0,7.33102,31,54,16,0,0,0,1.66667
128.5,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,11.6,0.0,0,0,0.0,0,0.0,0,0.0,0,8,4,0,0,0,0.0
128.75,10,1010123456002,74,1,2,8,1,0,13.7143,7,0,0.010464,3,0,13.75,0.0,0,0,0.0,0,0.0,0,0.0,0,10,8,0,0,0,0.0
129.0,10,1010123456002,74,1,2,8,1,0,18.0,15,0,0.030912,6,0,14.0,3.21739,23,0,0.1,10,0.0,0,10.2166,31,18,24,0,0,0,1.08696
129.25,10,1010123456002,74,1,2,8,1,0,18.0,12,0,0.02576,5,0,12.75,0.0,0,0,0.0,0,0.0,0,0.0,0,18,20,0,0,0,0.0
129.5,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.005152,1,0,13.6,0.0,0,0,0.0,0,0.0,0,0.0,0,6,4,0,0,0,0.0
129.75,10,1010123456002,74,1,2,8,1,0,1.38462,26,0,0.011456,10,0,9.66667,0.0,0,0,0.0,0,0.0,0,0.0,0,24,66,0,0,0,0.0
130.0,10,1010123456002,74,1,2,8,1,0,1.54286,70,0,0.029088,28,0,13.3333,5.0,6,149919,0.1,2,0.0,0,11.2152,31,35,192,0,0,0,1.5
130.25,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.005152,1,0,14.0,10.4706,17,0,0.1,6,66.6667,0,5.67497,0,9,4,0,0,0,7.35294
130.5,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,13.5,0.0,0,0,0.0,0,0.0,0,0.0,0,9,4,0,0,0,0.0
130.75,10,1010123456002,74,1,2,8,1,0,4.73333,30,0,0.016672,11,0,8.66667,0.0,0,0,0.0,0,0.0,0,0.0,0,20,80,0,0,0,0.0
131.0,10,1010123456002,74,1,2,8,1,0,0.0,4,0,0.010304,2,0,11.25,0.866667,15,0,0.1,7,0.0,0,10.1853,31,6,8,0,0,0,1.0
131.25,10,1010123456002,74,1,2,8,1,0,18.0,6,0,0.010304,2,0,14.0,0.0,0,0,0.0,0,0.0,0,0.0,0,12,8,0,0,0,0.0
131.5,10,1010123456002,74,1,2,8,1,0,18.0,6,0,0.010304,2,0,13.3333,0.0,0,0,0.0,0,0.0,0,0.0,0,9,8,0,0,0,0.0
131.75,10,1010123456002,74,1,2,8,1,0,13.8,15,0,0.02624,6,0,12.2,0.0,0,0,0.0,0,0.0,0,0.0,0,35,28,0,0,0,0.0
132.0,10,1010123456002,74,1,2,8,1,0,0.0,4,0,0.010304,2,0,10.25,12.5,6,0,0.1,2,0.0,0,11.6266,31,6,8,0,0,0,1.0
132.25,10,1010123456002,74,1,2,8,1,0,7.16667,12,0,0.01072,5,0,9.25,0.0,0,0,0.0,0,0.0,0,0.0,0,80,28,0,0,0,0.0
132.5,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,9.0,0.0,0,0,0.0,0,0.0,0,0.0,0,3,4,0,0,0,0.0
132.75,10,1010123456002,74,1,2,8,1,0,1.63636,22,0,0.011328,9,0,8.6,0.0,0,0,0.0,0,0.0,0,0.0,0,18,68,0,0,0,0.0
133.0,10,1010123456002,74,1,2,8,1,0,18.0,9,0,0.020608,4,0,13.6667,5.40741,27,0,0.1,12,25.0,0,7.38031,31,33,16,0,0,0,3.51852
133.25,10,1010123456002,74,1,2,8,1,0,18.0,7,0,0.015456,3,0,14.0,0.0,2,0,0.0,1,100.0,0,0.0,0,18,12,0,0,0,0.0
133.5,10,1010123456002,74,1,2,8,1,0,10.087,23,0,0.031648,9,0,9.66667,0.0,0,0,0.0,0,0.0,0,0.0,0,149,56,0,0,0,0.0
133.75,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,14.0,0.0,0,0,0.0,0,0.0,0,0.0,0,5,4,0,0,0,0.0
134.0,10,1010123456002,74,1,2,8,1,0,18.0,7,0,0.015456,3,0,13.8,13.5088,57,0,0.1,22,81.8182,0,6.54414,31,18,12,0,0,0,8.26316
134.25,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.005152,1,0,13.75,0.0,0,0,0.0,0,0.0,0,0.0,0,3,4,0,0,0,0.0
134.5,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,11.2,0.0,0,0,0.0,0,0.0,0,0.0,0,9,4,0,0,0,0.0
134.75,10,1010123456002,74,1,2,8,1,0,0.0,4,0,0.005152,1,0,13.6,0.0,0,0,0.0,0,0.0,0,0.0,0,9,8,0,0,0,0.0
135.0,10,1010123456002,74,1,2,8,1,0,18.0,7,0,0.020608,4,0,13.75,3.4,10,0,0.1,4,0.0,0,12.3727,31,12,12,0,0,0,1.8
135.25,10,1010123456002,74,1,2,8,1,0,14.7692,13,0,0.015776,5,0,9.0,0.0,0,0,0.0,0,0.0,0,0.0,0,27,16,0,0,0,0.0
135.5,10,1010123456002,74,1,2,8,1,0,13.0,5,0,0.010816,2,0,10.5,0.0,0,0,0.0,0,0.0,0,0.0,0,18,12,0,0,0,0.0
135.75,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.0,0,0,12.0,0.0,0,0,0.0,0,0.0,0,0.0,0,5,4,0,0,0,0.0
136.0,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.010304,2,0,13.5,0.0,0,0,0.0,0,0.0,0,0.0,0,3,4,0,0,0,0.0
136.25,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,13.75,12.4,5,0,0.1,2,0.0,0,11.4407,31,9,8,0,0,0,2.4
136.5,10,1010123456002,74,1,2,8,1,0,3.6,25,0,0.01648,10,0,11.0,0.0,0,0,0.0,0,0.0,0,0.0,0,3,70,0,0,0,0.0
136.75,10,1010123456002,74,1,2,8,1,0,0.0,4,0,0.010304,2,0,13.6,0.0,0,0,0.0,0,0.0,0,0.0,0,9,8,0,0,0,0.0
137.0,10,1010123456002,74,1,2,8,1,0,0.0,8,0,0.015456,3,0,13.75,0.0,0,0,0.0,0,0.0,0,0.0,0,18,16,0,0,0,0.0
137.25,10,1010123456002,74,1,2,8,1,0,15.375,8,0,0.015616,4,0,13.25,2.69565,23,0,0.1,9,0.0,0,9.2034,31,11,10,0,0,0,1.08696
137.5,10,1010123456002,74,1,2,8,1,0,18.0,24,0,0.046368,9,0,12.5,0.0,0,0,0.0,0,0.0,0,0.0,0,89,36,0,0,0,0.0
137.75,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,13.75,0.0,0,0,0.0,0,0.0,0,0.0,0,3,4,0,0,0,0.0
138.0,10,1010123456002,74,1,2,8,1,0,18.0,9,0,0.015456,3,0,13.6667,0.0,0,0,0.0,0,0.0,0,0.0,0,15,12,0,0,0,0.0
138.25,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,13.4,3.86207,29,0,0.1,11,9.09091,0,7.07874,31,18,12,0,0,0,2.72414
138.5,10,1010123456002,74,1,2,8,1,0,18.0,6,0,0.010304,2,0,13.0,0.0,0,0,0.0,0,0.0,0,0.0,0,6,8,0,0,0,0.0
138.75,10,1010123456002,74,1,2,8,1,0,0.0,0,0,0.0,0,0,7.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0
139.0,10,1010123456002,74,1,2,8,1,0,0.0,0,0,0.0,0,0,13.6667,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0
139.25,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.020608,4,0,13.8,2.56,25,0,0.1,10,0.0,0,10.8058,31,42,20,0,0,0,1.4
139.5,10,1010123456002,74,1,2,8,1,0,18.0,6,0,0.010304,2,0,12.6667,0.0,0,0,0.0,0,0.0,0,0.0,0,12,8,0,0,0,0.0
139.75,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,13.6667,0.0,0,0,0.0,0,0.0,0,0.0,0,9,4,0,0,0,0.0
140.0,10,1010123456002,74,1,2,8,1,0,18.0,9,0,0.015456,3,0,14.0,0.1,19,0,0.1,7,0.0,0,8.56668,31,11,16,0,0,0,1.0
140.25,10,1010123456002,74,1,2,8,1,0,5.89286,28,0,0.027168,12,0,8.0,9.85714,14,0,0.1,6,33.3333,0,8.4004,0,30,70,0,0,0,3.57143
140.5,10,1010123456002,74,1,2,8,1,0,18.0,7,0,0.015456,3,0,11.3333,0.0,0,0,0.0,0,0.0,0,0.0,0,15,12,0,0,0,0.0
140.75,10,1010123456002,74,1,2,8,1,0,18.0,12,0,0.02576,5,0,13.3333,0.0,0,0,0.0,0,0.0,0,0.0,0,21,20,0,0,0,0.0
141.0,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,13.8,13.8,5,0,0.1,2,0.0,0,12.811,31,5,8,0,0,0,2.4
141.25,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.005152,1,0,13.5,0.0,0,0,0.0,0,0.0,0,0.0,0,3,4,0,0,0,0.0
141.5,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,11.0,0.0,0,0,0.0,0,0.0,0,0.0,0,6,8,0,0,0,0.0
141.75,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.005152,1,0,14.0,0.0,0,0,0.0,0,0.0,0,0.0,0,15,8,0,0,0,0.0
142.0,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.010304,2,0,12.3333,0.0,0,0,0.0,0,0.0,0,0.0,0,3,4,0,0,0,0.0
142.25,10,1010123456002,74,1,2,8,1,0,17.0909,11,0,0.0208,5,0,13.6,2.6,20,0,0.1,8,0.0,0,10.1929,31,17,16,0,0,0,1.1
142.5,10,1010123456002,74,1,2,8,1,0,20.2,10,0,0.020736,4,0,10.25,0.0,0,0,0.0,0,0.0,0,0.0,0,17,14,0,0,0,0.0
142.75,10,1010123456002,74,1,2,8,1,0,16.1538,13,0,0.020768,5,0,13.3333,0.0,0,0,0.0,0,0.0,0,0.0,0,111,18,0,0,0,0.0
143.0,10,1010123456002,74,1,2,8,1,0,14.875,8,0,0.010528,3,0,13.6667,0.0,0,0,0.0,0,0.0,0,0.0,0,10,10,0,0,0,0.0
143.25,10,1010123456002,74,1,2,8,1,0,17.8462,13,0,0.020736,5,0,13.25,12.0,5,0,0.1,2,0.0,0,13.4802,31,18,16,0,0,0,4.2
143.5,10,1010123456002,74,1,2,8,1,0,18.0,6,0,0.010304,2,0,9.4,0.0,0,0,0.0,0,0.0,0,0.0,0,9,8,0,0,0,0.0
143.75,10,1010123456002,74,1,2,8,1,0,12.9286,28,0,0.041632,11,0,11.0,0.0,0,0,0.0,0,0.0,0,0.0,0,55,50,0,0,0,0.0
144.0,10,1010123456002,74,1,2,8,1,0,0.0,0,0,0.0,0,0,10.75,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0
144.25,10,1010123456002,74,1,2,8,1,0,0.0,0,0,0.0,0,0,10.5,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0
144.5,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,13.75,3.07692,13,0,0.1,5,0.0,0,11.6433,31,3,4,0,0,0,1.61538
144.75,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,13.3333,0.0,0,0,0.0,0,0.0,0,0.0,0,6,8,0,0,0,0.0
145.0,10,1010123456002,74,1,2,8,1,0,0.1,21,0,0.006176,8,0,7.5,14.7826,46,0,0.1,21,71.4286,0,8.36753,31,17,60,0,0,0,7.34783
145.25,10,1010123456002,74,1,2,8,1,0,18.0,8,0,0.015456,3,0,13.3333,0.0,2,0,0.0,1,100.0,0,0.0,0,14,16,0,0,0,0.0
145.5,10,1010123456002,74,1,2,8,1,0,16.2,10,0,0.015584,4,0,10.5714,0.0,0,0,0.0,0,0.0,0,0.0,0,15,12,0,0,0,0.0
145.75,10,1010123456002,74,1,2,8,1,0,4.0,27,0,0.016608,11,0,9.6,0.0,0,0,0.0,0,0.0,0,0.0,0,25,76,0,0,0,0.0
146.0,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,13.6,5.25714,35,0,0.1,13,15.3846,0,8.62985,31,11,8,0,0,0,2.71429
146.25,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,13.75,0.0,0,0,0.0,0,0.0,0,0.0,0,3,4,0,0,0,0.0
146.5,10,1010123456002,74,1,2,8,1,0,18.0,9,0,0.020608,4,0,13.25,0.0,0,0,0.0,0,0.0,0,0.0,0,30,16,0,0,0,0.0
146.75,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,13.0,0.0,0,0,0.0,0,0.0,0,0.0,0,18,4,0,0,0,0.0
147.0,10,1010123456002,74,1,2,8,1,0,0.1,20,0,0.006176,8,0,8.75,12.0,6,0,0.1,2,0.0,0,14.1245,31,13,60,0,0,0,2.0
147.25,10,1010123456002,74,1,2,8,1,0,0.0,4,0,0.010304,2,0,13.25,0.0,0,0,0.0,0,0.0,0,0.0,0,9,8,0,0,0,0.0
147.5,10,1010123456002,74,1,2,8,1,0,0.0,0,0,0.0,0,0,10.5,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0
147.75,10,1010123456002,74,1,2,8,1,0,14.875,8,0,0.010528,3,0,13.25,0.0,0,0,0.0,0,0.0,0,0.0,0,13,10,0,0,0,0.0
148.0,10,1010123456002,74,1,2,8,1,0,14.7143,7,0,0.010496,3,0,13.0,3.10526,19,0,0.1,8,0.0,0,7.08825,31,7,8,0,0,0,1.42105
148.25,10,1010123456002,74,1,2,8,1,0,11.625,8,0,0.010528,3,0,13.75,0.0,0,0,0.0,0,0.0,0,0.0,0,13,8,0,0,0,0.0
148.5,10,1010123456002,74,1,2,8,1,0,18.0,6,0,0.010304,2,0,10.6,0.0,0,0,0.0,0,0.0,0,0.0,0,9,8,0,0,0,0.0
148.75,10,1010123456002,74,1,2,8,1,0,18.0,7,0,0.015456,3,0,0.1,0.0,0,0,0.0,0,0.0,0,0.0,0,24,12,0,0,0,0.0
149.0,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,13.8,0.0,0,0,0.0,0,0.0,0,0.0,0,5,4,0,0,0,0.0
149.25,10,1010123456002,74,1,2,8,1,0,18.0,7,0,0.015456,3,0,13.5,0.1,24,0,0.1,10,0.0,0,6.50803,31,12,12,0,0,0,1.0
149.5,10,1010123456002,74,1,2,8,1,0,18.8182,11,0,0.030752,5,0,13.8,0.0,0,0,0.0,0,0.0,0,0.0,0,28,20,0,0,0,0.0
149.75,10,1010123456002,74,1,2,8,1,0,18.0,14,0,0.02576,5,0,13.0,0.0,0,0,0.0,0,0.0,0,0.0,0,21,20,0,0,0,0.0
150.0,10,1010123456002,74,1,2,8,1,0,18.0,9,0,0.020608,4,0,13.3333,5.25714,35,0,0.1,13,15.3846,0,8.20221,31,18,16,0,0,0,2.97143
150.25,10,1010123456002,74,1,2,8,1,0,1.46875,64,0,0.02864,26,0,11.0,0.0,0,0,0.0,0,0.0,0,0.0,0,35,184,0,0,0,0.0
150.5,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,13.0,0.0,0,0,0.0,0,0.0,0,0.0,0,6,8,0,0,0,0.0
150.75,10,1010123456002,74,1,2,8,1,0,13.7692,13,0,0.015776,5,0,11.6667,0.0,0,0,0.0,0,0.0,0,0.0,0,22,16,0,0,0,0.0
151.0,10,1010123456002,74,1,2,8,1,0,18.0,9,0,0.015456,3,0,13.6,0.0,4,0,0.1,2,0.0,0,0.0,31,15,12,0,0,0,0.0
151.25,10,1010123456002,74,1,2,8,1,0,0.0,2,0,0.005152,1,0,14.0,0.0,0,0,0.0,0,0.0,0,0.0,0,2,4,0,0,0,0.0
151.5,10,1010123456002,74,1,2,8,1,0,0.0,0,0,0.0,0,0,12.5,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0.0
151.75,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,10.25,0.0,0,0,0.0,0,0.0,0,0.0,0,2,4,0,0,0,0.0
152.0,10,1010123456002,74,1,2,8,1,0,0.0,6,0,0.015456,3,0,13.6667,0.0,0,0,0.0,0,0.0,0,0.0,0,8,12,0,0,0,0.0
152.25,10,1010123456002,74,1,2,8,1,0,1.23288,73,62,0.026336,23,0,8.8,0.24,25,0,0.1,9,0.0,0,6.59759,31,4,224,0,0,0,1.0
152.5,10,1010123456002,74,1,2,8,1,0,12.0,19,0,0.033952,15,0,13.6667,0.0,0,0,0.0,0,0.0,0,0.0,0,43,42,0,0,0,0.0
152.75,10,1010123456002,74,1,2,8,1,0,18.0,3,0,0.005152,1,0,10.0,0.0,0,0,0.0,0,0.0,0,0.0,0,6,4,0,0,0,0.0
153.0,10,1010123456002,74,1,2,8,1,0,17.0,12,0,0.02592,5,0,13.0,2.7619,21,0,0.1,9,0.0,0,7.44345,31,12,36,0,0,0,1.28571
153.25,10,1010123456002,74,1,2,8,1,0,18.0,5,0,0.010304,2,0,9.66667,0.0,0,0,0.0,0,0.0,0,0.0,0,9,8,0,0,0,0.0
153.5,10,1010123456002,74,1,2,8,1,0,13.7143,7,0,0.010464,3,0,11.0,0.0,0,0,0.0,0,0.0,0,0.0,0,7,8,0,0,0,0.0
153.75,10,1010123456002,74,1,2,8,1,0,12.0,5,0,0.005312,2,0,14.0,0.0,0,0,0.0,0,0.0,0,0.0,0,4,4,0,0,0,0.0
